ResponseId,partisanship,ideology,gender,gender_4_TEXT,race,ethnicity,education,geography,ft_1,ft_2,ft_3,ft_4,ft_5,ft_6,social_media,dating_apps,siblings,children,grandchildren,hobbies_interests,occupation,personality,timer_First Click,timer_Last Click,timer_Page Submit,timer_Click Count,d1,d2,d3,d4,d5,d6,1_profile_binary,1_profile_likert_1,2_profile_binary,2_profile_likert_1,3_profile_binary,3_profile_likert_1,4_profile_binary,4_profile_likert_1,5_profile_binary,5_profile_likert_1,6_profile_binary,6_profile_likert_1,7_profile_binary,7_profile_likert_1,8_profile_binary,8_profile_likert_1,9_profile_binary,9_profile_likert_1,10_profile_binary,10_profile_likert_1,participantId,assignmentId,projectId,randomfamily1,randomparty1,randomhobby1,selectionStatus_hobby1,randomocc1,randomperson1,selectionStatus_family1,selectionStatus_party1,selectionStatus_occ1,selectionStatus_person1,randomfamily2,randomfamily3,randomfamily4,randomfamily5,randomfamily6,randomfamily7,randomfamily8,randomfamily9,randomfamily10,randomparty2,randomparty3,randomparty4,randomparty5,randomparty6,randomparty7,randomparty8,randomparty9,randomparty10,randomhobby2,randomhobby3,randomhobby4,randomhobby5,randomhobby6,randomhobby7,randomhobby8,randomhobby9,randomhobby10,randomocc2,randomocc3,randomocc4,randomocc5,randomocc6,randomocc7,randomocc8,randomocc9,randomocc10,randomperson2,randomperson3,randomperson4,randomperson5,randomperson6,randomperson7,randomperson8,randomperson9,randomperson10,selectionStatus_family2,selectionStatus_family3,selectionStatus_family4,selectionStatus_family5,selectionStatus_family6,selectionStatus_family7,selectionStatus_family8,selectionStatus_family9,selectionStatus_family10,selectionStatus_party2,selectionStatus_party3,selectionStatus_party4,selectionStatus_party5,selectionStatus_party6,selectionStatus_party7,selectionStatus_party8,selectionStatus_party9,selectionStatus_party10,selectionStatus_hobby2,selectionStatus_hobby3,selectionStatus_hobby4,selectionStatus_hobby5,selectionStatus_hobby6,selectionStatus_hobby7,selectionStatus_hobby8,selectionStatus_hobby9,selectionStatus_hobby10,selectionStatus_occ2,selectionStatus_occ3,selectionStatus_occ4,selectionStatus_occ5,selectionStatus_occ6,selectionStatus_occ7,selectionStatus_occ8,selectionStatus_occ9,selectionStatus_occ10,selectionStatus_person2,selectionStatus_person3,selectionStatus_person4,selectionStatus_person5,selectionStatus_person6,selectionStatus_person7,selectionStatus_person8,selectionStatus_person9,selectionStatus_person10,FL_47_DO
R_5l497rj0cHtwk5g,Republican,Very conservative,Male,,White,No,Associate's degree,"South (Alabama, Arkansas, Delaware, Florida, Georgia, Kentucky, Louisiana, Maryland, Mississippi, Oklahoma, North Carolina, South Carolina, Tennessee, Texas, Virginia, Washington DC, West Virginia)",8,12,91,96,9,85,Sometimes,Never (and never have),"Yes, and I am the youngest.",No,No,"Gaming: card games, board games, video games, etc.",Agriculture,Introvert,14.997,46.021,46.642,6,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,No,1,No,1,No,1,Yes,4,No,1,Yes,4,No,1,No,4,No,1,Yes,4,5B948D8F7CEA40F0B25CEEDB30415275,798a1e81-c65d-4274-b396-97810f9a5463,f53608ff-9b3c-4b93-9859-168933159642,"Yes, and I am the oldest",Democrat,"Intellectual: reading, taking classes, trivia, etc.",Unselected,Agriculture,Extrovert,Unselected,Unselected,Selected,Unselected,"Yes, and I am the youngest.","Yes, and I am in the middle","No, I am an only child.","Yes, and I am the youngest.","Yes, and I am the oldest","No, I am an only child.","No, I am an only child.","Yes, and I am the youngest.","Yes, and I am the youngest.",Democrat,Democrat,Republican,Democrat,Republican,Democrat,Democrat,Democrat,Republican,"Gaming: card games, board games, video games, etc.","Arts: painting, creative writing, theater, photography, etc","Food: cooking, baking, etc","Active: sports, hiking, working out, etc","Gaming: card games, board games, video games, etc.","Gaming: card games, board games, video games, etc.","Food: cooking, baking, etc","Food: cooking, baking, etc","Active: sports, hiking, working out, etc",Agriculture,Unemployed,Agriculture,Food Services,Agriculture,Unemployed,Agriculture,Agriculture,Customer Service,Extrovert,Introvert,Introvert,Introvert,Extrovert,Extrovert,Extrovert,Introvert,Extrovert,Selected,Unselected,Unselected,Selected,Unselected,Unselected,Unselected,Selected,Selected,Unselected,Unselected,Selected,Unselected,Selected,Unselected,Unselected,Unselected,Selected,Selected,Unselected,Unselected,Unselected,Selected,Selected,Unselected,Unselected,Unselected,Selected,Unselected,Selected,Unselected,Selected,Unselected,Selected,Selected,Unselected,Unselected,Selected,Selected,Selected,Unselected,Unselected,Unselected,Selected,Unselected,background_occupation|background_race|background_family|background_media|background_ft|background_geography|background_personality|background_gender|background_politics|background_education|background_hobbies
R_3QMQnKdO4Z9h6Bb,Republican,Conservative,Male,,White,No,Bachelor's degree,"South (Alabama, Arkansas, Delaware, Florida, Georgia, Kentucky, Louisiana, Maryland, Mississippi, Oklahoma, North Carolina, South Carolina, Tennessee, Texas, Virginia, Washington DC, West Virginia)",20,40,80,90,90,90,Sometimes,Never (and never have),"Yes, and I am the youngest.",Yes,No,"Intellectual: reading, taking classes, trivia, etc.",Healthcare,Introvert,17.839,94.318,95.063,7,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,Yes,4,No,1,No,1,Yes,3,Yes,4,No,2,No,2,No,2,Yes,3,Yes,4,2218182CD823447B9AC2ABD92512ACC4,3a199256-b3be-4bc1-95d8-34f9e1cb475e,f53608ff-9b3c-4b93-9859-168933159642,"Yes, and I am in the middle",Republican,"Intellectual: reading, taking classes, trivia, etc.",Selected,Legal,Extrovert,Unselected,Selected,Unselected,Unselected,"Yes, and I am the youngest.","No, I am an only child.","Yes, and I am in the middle","Yes, and I am the youngest.","Yes, and I am the youngest.","Yes, and I am the youngest.","Yes, and I am the youngest.","Yes, and I am the oldest","Yes, and I am in the middle",Democrat,Democrat,Republican,Republican,Democrat,Democrat,Democrat,Republican,Republican,"Intellectual: reading, taking classes, trivia, etc.","Arts: painting, creative writing, theater, photography, etc","Intellectual: reading, taking classes, trivia, etc.","Gaming: card games, board games, video games, etc.","Intellectual: reading, taking classes, trivia, etc.","Intellectual: reading, taking classes, trivia, etc.","Intellectual: reading, taking classes, trivia, etc.","Intellectual: reading, taking classes, trivia, etc.","Active: sports, hiking, working out, etc",Healthcare,Healthcare,Fitness Instructor,Healthcare,Healthcare,Hospitality,Fitness Instructor,Homemaker,Healthcare,Introvert,Introvert,Introvert,Extrovert,Extrovert,Extrovert,Extrovert,Extrovert,Extrovert,Selected,Unselected,Unselected,Selected,Selected,Selected,Selected,Unselected,Unselected,Unselected,Unselected,Selected,Selected,Unselected,Unselected,Unselected,Selected,Selected,Selected,Unselected,Selected,Unselected,Selected,Selected,Selected,Selected,Unselected,Selected,Selected,Unselected,Selected,Selected,Unselected,Unselected,Unselected,Selected,Selected,Selected,Selected,Unselected,Unselected,Unselected,Unselected,Unselected,Unselected,background_ft|background_family|background_media|background_personality|background_geography|background_gender|background_occupation|background_hobbies|background_race|background_education|background_politics
R_2KgcNnZCTyuISJu,Republican,Conservative,Male,,White,No,Master's degree,"Midwest (Illinois, Iowa, Indiana, Kansas, Michigan, Minnesota, Missouri, Nebraska, North Dakota, Ohio, South Dakota, Wisconsin)",10,40,65,80,60,70,Sometimes,Never (and never have),"Yes, and I am the oldest.",Yes,Yes,"Gaming: card games, board games, video games, etc.",Engineering,Introvert,26.521,106.864,108.57,6,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,No,3,Yes,3,Yes,3,Yes,3,Yes,3,No,3,Yes,3,Yes,3,Yes,3,Yes,3,A7019B5C369E4913BF37703ABE47CBAB,48a0b9d7-6ca5-4d01-aa27-5d5e6cc0563c,f53608ff-9b3c-4b93-9859-168933159642,"Yes, and I am the oldest.",Democrat,"Arts: painting, creative writing, theater, photography, etc",Unselected,Minister/Pastor/Missions,Extrovert,Selected,Unselected,Unselected,Unselected,"Yes, and I am the youngest","Yes, and I am the oldest.","No, I am an only child.","Yes, and I am the oldest.","Yes, and I am the oldest.","Yes, and I am the oldest.","No, I am an only child.","No, I am an only child.","Yes, and I am in the middle",Republican,Republican,Republican,Democrat,Democrat,Republican,Democrat,Democrat,Democrat,"Gaming: card games, board games, video games, etc.","Gaming: card games, board games, video games, etc.","Active: sports, hiking, working out, etc","Gaming: card games, board games, video games, etc.","Gaming: card games, board games, video games, etc.","Gaming: card games, board games, video games, etc.","Gaming: card games, board games, video games, etc.","Gaming: card games, board games, video games, etc.","Gaming: card games, board games, video games, etc.",Education,Minister/Pastor/Missions,Banking,Engineering,Homemaker,Business Management,Engineering,Engineering,Student,Introvert,Introvert,Introvert,Introvert,Extrovert,Extrovert,Extrovert,Introvert,Extrovert,Unselected,Selected,Unselected,Selected,Selected,Selected,Unselected,Unselected,Unselected,Selected,Selected,Selected,Unselected,Unselected,Selected,Unselected,Unselected,Unselected,Selected,Selected,Unselected,Selected,Selected,Selected,Selected,Selected,Selected,Unselected,Unselected,Unselected,Selected,Unselected,Unselected,Selected,Selected,Unselected,Selected,Selected,Selected,Selected,Unselected,Unselected,Unselected,Selected,Unselected,background_politics|background_education|background_gender|background_ft|background_personality|background_race|background_geography|background_family|background_media|background_hobbies|background_occupation
R_3HFkTYtZfUdvjHe,Republican,Somewhat conservative,Male,,White,No,Some college without degree,"South (Alabama, Arkansas, Delaware, Florida, Georgia, Kentucky, Louisiana, Maryland, Mississippi, Oklahoma, North Carolina, South Carolina, Tennessee, Texas, Virginia, Washington DC, West Virginia)",10,20,60,70,5,90,Frequently,Never (and never have),"Yes, and I am the oldest.",No,No,"Gaming: card games, board games, video games, etc.",Retired,Extrovert,1.513,172.669,173.885,12,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Yes,4,Yes,4,Yes,4,Yes,4,Yes,4,Yes,5,Yes,4,Yes,5,Yes,4,Yes,4,4C5ADFF2AA634A06940CA88E0E2A20A6,ad4a6464-ccc7-45dd-8ef4-8511e28dacc9,f53608ff-9b3c-4b93-9859-168933159642,"Yes, and I am the youngest",Republican,"Gaming: card games, board games, video games, etc.",Selected,Legal,Introvert,Unselected,Selected,Unselected,Unselected,"No, I am an only child.","Yes, and I am in the middle","Yes, and I am the oldest.","Yes, and I am the oldest.","Yes, and I am the oldest.","Yes, and I am the oldest.","Yes, and I am the oldest.","Yes, and I am the oldest.","Yes, and I am in the middle",Republican,Democrat,Republican,Democrat,Republican,Democrat,Republican,Democrat,Democrat,"Arts: painting, creative writing, theater, photography, etc","Active: sports, hiking, working out, etc","Arts: painting, creative writing, theater, photography, etc","Gaming: card games, board games, video games, etc.","Food: cooking, baking, etc","Gaming: card games, board games, video games, etc.","Food: cooking, baking, etc","Gaming: card games, board games, video games, etc.","Intellectual: reading, taking classes, trivia, etc.",Banking,Hospitality,Retired,Retired,Retired,Retired,Customer Service,Retired,Banking,Introvert,Extrovert,Extrovert,Introvert,Extrovert,Introvert,Extrovert,Introvert,Extrovert,Unselected,Unselected,Selected,Selected,Selected,Selected,Selected,Selected,Unselected,Selected,Unselected,Selected,Unselected,Selected,Unselected,Selected,Unselected,Unselected,Unselected,Unselected,Unselected,Selected,Unselected,Selected,Unselected,Selected,Unselected,Unselected,Unselected,Selected,Selected,Selected,Selected,Unselected,Selected,Unselected,Unselected,Selected,Selected,Unselected,Selected,Unselected,Selected,Unselected,Selected,background_personality|background_hobbies|background_ft|background_family|background_gender|background_occupation|background_race|background_media|background_education|background_geography|background_politics
R_5cBf0wJYV2Fapx1,Republican,Conservative,Male,,White,No,Bachelor's degree,"West (Alaska, Arizona, California, Colorado, Hawaii, Idaho, Montana, Nebraska, New Mexico, Oregon, Utah, Washington, Wyoming)",15,25,40,80,85,70,Frequently,Never (but I used to),"Yes, and I am in the middle.",No,No,"Food: cooking, baking, etc.",Retail,Extrovert,125.826,211.876,212.777,16,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,Yes,4,No,2,No,2,Yes,5,No,3,No,2,Yes,5,No,2,Yes,4,Yes,5,FC5812DA5DAE492EAFC02135253774BB,c223fd31-a94b-47ad-bc75-3bc51888b37c,f53608ff-9b3c-4b93-9859-168933159642,"Yes, and I am in the middle.",Republican,"Gaming: card games, board games, video games, etc",Unselected,Finance/Financial Services,Introvert,Selected,Selected,Unselected,Unselected,"Yes, and I am the oldest","Yes, and I am the oldest","Yes, and I am the oldest","Yes, and I am in the middle.","No, I am an only child.","No, I am an only child.","Yes, and I am the oldest","Yes, and I am in the middle.","Yes, and I am in the middle.",Democrat,Republican,Republican,Democrat,Democrat,Republican,Democrat,Republican,Republican,"Food: cooking, baking, etc.","Active: sports, hiking, working out, etc","Arts: painting, creative writing, theater, photography, etc","Active: sports, hiking, working out, etc","Food: cooking, baking, etc.","Active: sports, hiking, working out, etc","Arts: painting, creative writing, theater, photography, etc","Gaming: card games, board games, video games, etc","Food: cooking, baking, etc.",Retail,Food Services,Retail,Fitness Instructor,Data Analytics/Research,Education,Student,Unemployed,Retail,Introvert,Introvert,Extrovert,Extrovert,Introvert,Extrovert,Extrovert,Extrovert,Extrovert,Unselected,Unselected,Unselected,Selected,Unselected,Unselected,Unselected,Selected,Selected,Unselected,Selected,Selected,Unselected,Unselected,Selected,Unselected,Selected,Selected,Selected,Unselected,Unselected,Unselected,Selected,Unselected,Unselected,Unselected,Selected,Selected,Unselected,Selected,Unselected,Unselected,Unselected,Unselected,Unselected,Selected,Unselected,Unselected,Selected,Selected,Unselected,Selected,Selected,Selected,Selected,background_education|background_occupation|background_politics|background_media|background_personality|background_geography|background_race|background_hobbies|background_ft|background_gender|background_family
R_2ffwvq4zbBCIxBS,Republican,Conservative,Male,,White,No,Some college without degree,"West (Alaska, Arizona, California, Colorado, Hawaii, Idaho, Montana, Nebraska, New Mexico, Oregon, Utah, Washington, Wyoming)",66,36,61,35,59,34,Sometimes,Rarely,"Yes, and I am the youngest.",Yes,No,"Food: cooking, baking, etc.",Food Services,Introvert,12.187,66.716,68.446,7,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,Yes,3,No,2,No,4,No,2,No,2,No,2,No,2,Yes,4,Yes,5,Yes,4,5AA0D8820B684BDCB0B9D1585467496B,ea08914c-0ae1-4070-86b1-5c30e949959b,f53608ff-9b3c-4b93-9859-168933159642,"Yes, and I am the oldest",Republican,"Arts: painting, creative writing, theater, photography, etc",Unselected,Food Services,Introvert,Unselected,Selected,Selected,Selected,"No, I am an only child.","Yes, and I am the youngest.","Yes, and I am the youngest.","Yes, and I am the oldest","Yes, and I am in the middle","Yes, and I am in the middle","Yes, and I am the youngest.","Yes, and I am the oldest","Yes, and I am the youngest.",Democrat,Democrat,Democrat,Democrat,Democrat,Republican,Democrat,Republican,Democrat,"Intellectual: reading, taking classes, trivia, etc.","Food: cooking, baking, etc.","Gaming: card games, board games, video games, etc","Gaming: card games, board games, video games, etc","Food: cooking, baking, etc.","Intellectual: reading, taking classes, trivia, etc.","Food: cooking, baking, etc.","Arts: painting, creative writing, theater, photography, etc","Food: cooking, baking, etc.",Human Resources,Food Services,Student,Psychology/Counseling/Social Work,Psychology/Counseling/Social Work,Accounting,Food Services,Administrative,Food Services,Introvert,Introvert,Extrovert,Extrovert,Extrovert,Extrovert,Extrovert,Introvert,Extrovert,Unselected,Selected,Selected,Unselected,Unselected,Unselected,Selected,Unselected,Selected,Unselected,Unselected,Unselected,Unselected,Unselected,Selected,Unselected,Selected,Unselected,Unselected,Selected,Unselected,Unselected,Selected,Unselected,Selected,Unselected,Selected,Unselected,Selected,Unselected,Unselected,Unselected,Unselected,Selected,Unselected,Selected,Selected,Selected,Unselected,Unselected,Unselected,Unselected,Unselected,Selected,Unselected,background_politics|background_education|background_geography|background_media|background_personality|background_occupation|background_hobbies|background_race|background_family|background_ft|background_gender
R_2JDcLhrgA2XYkmR,Republican,Conservative,Male,,White,No,Master's degree,"Midwest (Illinois, Iowa, Indiana, Kansas, Michigan, Minnesota, Missouri, Nebraska, North Dakota, Ohio, South Dakota, Wisconsin)",42,63,93,91,50,50,Frequently,Never (but I used to),"Yes, and I am in the middle.",No,No,"Gaming: card games, board games, video games, etc.",IT/Computers,Extrovert,30.449,129.865,130.669,17,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Yes,4,Yes,4,Yes,4,No,3,No,2,No,2,Yes,4,Yes,4,No,4,Yes,4,49170237E8CE4E8B9B887FE1B416A187,f2b2ce4b-6e16-484a-92a7-1553289393e6,f53608ff-9b3c-4b93-9859-168933159642,"No, I am an only child.",Republican,"Gaming: card games, board games, video games, etc.",Selected,Homemaker,Introvert,Unselected,Selected,Unselected,Unselected,"Yes, and I am in the middle.","Yes, and I am in the middle.","Yes, and I am the youngest","Yes, and I am in the middle.","Yes, and I am in the middle.","Yes, and I am in the middle.","Yes, and I am in the middle.","Yes, and I am the youngest","Yes, and I am the oldest",Democrat,Democrat,Democrat,Republican,Democrat,Republican,Democrat,Democrat,Democrat,"Food: cooking, baking, etc","Intellectual: reading, taking classes, trivia, etc.","Gaming: card games, board games, video games, etc.","Food: cooking, baking, etc","Arts: painting, creative writing, theater, photography, etc","Active: sports, hiking, working out, etc","Gaming: card games, board games, video games, etc.","Intellectual: reading, taking classes, trivia, etc.","Active: sports, hiking, working out, etc",IT/Computers,IT/Computers,IT/Computers,Sales,IT/Computers,IT/Computers,Human Resources,Engineering,IT/Computers,Extrovert,Extrovert,Extrovert,Introvert,Introvert,Extrovert,Extrovert,Introvert,Introvert,Selected,Selected,Unselected,Selected,Selected,Selected,Selected,Unselected,Unselected,Unselected,Unselected,Unselected,Selected,Unselected,Selected,Unselected,Unselected,Unselected,Unselected,Unselected,Selected,Unselected,Unselected,Unselected,Selected,Unselected,Unselected,Selected,Selected,Selected,Unselected,Selected,Selected,Unselected,Unselected,Selected,Selected,Selected,Selected,Unselected,Unselected,Selected,Selected,Unselected,Unselected,background_gender|background_race|background_politics|background_personality|background_geography|background_education|background_family|background_hobbies|background_ft|background_media|background_occupation
R_76lLKTgSunksEN4,Republican,Somewhat conservative,Male,,White,No,Bachelor's degree,"Midwest (Illinois, Iowa, Indiana, Kansas, Michigan, Minnesota, Missouri, Nebraska, North Dakota, Ohio, South Dakota, Wisconsin)",54,55,56,57,58,58,Frequently,Frequently,"Yes, and I am in the middle.",No,No,"Active: sports, hiking, working out, etc.",IT/Computers,Extrovert,21.052,125.077,125.759,6,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,Yes,5,Yes,5,Yes,4,Yes,5,Yes,4,Yes,5,Yes,4,Yes,3,Yes,5,Yes,5,1F63573C54A0456A8AA752E4BF5C02DE,26f3c746-82ff-406a-bef2-8bbf13a6c960,f53608ff-9b3c-4b93-9859-168933159642,"Yes, and I am in the middle.",Republican,"Active: sports, hiking, working out, etc.",Selected,IT/Computers,Extrovert,Selected,Selected,Selected,Selected,"Yes, and I am in the middle.","Yes, and I am the oldest","Yes, and I am the oldest","Yes, and I am in the middle.","No, I am an only child.","Yes, and I am in the middle.","Yes, and I am in the middle.","Yes, and I am the youngest","Yes, and I am in the middle.",Republican,Republican,Republican,Democrat,Republican,Democrat,Democrat,Republican,Republican,"Active: sports, hiking, working out, etc.","Active: sports, hiking, working out, etc.","Gaming: card games, board games, video games, etc","Active: sports, hiking, working out, etc.","Arts: painting, creative writing, theater, photography, etc","Food: cooking, baking, etc","Active: sports, hiking, working out, etc.","Active: sports, hiking, working out, etc.","Food: cooking, baking, etc",Sales,Retail,Healthcare,Psychology/Counseling/Social Work,IT/Computers,IT/Computers,Military,IT/Computers,Engineering,Extrovert,Extrovert,Extrovert,Extrovert,Extrovert,Extrovert,Introvert,Introvert,Introvert,Selected,Unselected,Unselected,Selected,Unselected,Selected,Selected,Unselected,Selected,Selected,Selected,Selected,Unselected,Selected,Unselected,Unselected,Selected,Selected,Selected,Selected,Unselected,Selected,Unselected,Unselected,Selected,Selected,Unselected,Unselected,Unselected,Unselected,Unselected,Selected,Selected,Unselected,Selected,Unselected,Selected,Selected,Selected,Selected,Selected,Selected,Unselected,Unselected,Unselected,background_education|background_hobbies|background_personality|background_family|background_media|background_gender|background_geography|background_politics|background_race|background_occupation|background_ft
R_3uQWZ9FdSuOxpzy,Republican,Conservative,Male,,White,No,Bachelor's degree,"West (Alaska, Arizona, California, Colorado, Hawaii, Idaho, Montana, Nebraska, New Mexico, Oregon, Utah, Washington, Wyoming)",7,21,38,82,70,75,Rarely,Never (and never have),"Yes, and I am in the middle.",Yes,Yes,"Intellectual: reading, taking classes, trivia, etc.",Accounting,Extrovert,37.516,96.049,97.659,6,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,Yes,4,Yes,4,Yes,4,No,2,Yes,3,Yes,4,No,3,Yes,4,Yes,4,Yes,4,94994561BD094A6EAE13773AF310C0ED,0c558786-f277-4112-8267-d2efdd1d7ee1,f53608ff-9b3c-4b93-9859-168933159642,"No, I am an only child.",Republican,"Intellectual: reading, taking classes, trivia, etc.",Selected,Accounting,Extrovert,Unselected,Selected,Selected,Selected,"Yes, and I am in the middle.","Yes, and I am in the middle.","No, I am an only child.","Yes, and I am in the middle.","Yes, and I am the oldest","Yes, and I am in the middle.","Yes, and I am in the middle.","Yes, and I am in the middle.","Yes, and I am in the middle.",Republican,Republican,Democrat,Republican,Republican,Republican,Republican,Republican,Republican,"Intellectual: reading, taking classes, trivia, etc.","Active: sports, hiking, working out, etc","Food: cooking, baking, etc","Food: cooking, baking, etc","Gaming: card games, board games, video games, etc.","Arts: painting, creative writing, theater, photography, etc","Food: cooking, baking, etc","Intellectual: reading, taking classes, trivia, etc.","Intellectual: reading, taking classes, trivia, etc.",Accounting,Accounting,Accounting,Retail,Accounting,Student,Healthcare,Accounting,Accounting,Extrovert,Extrovert,Introvert,Introvert,Extrovert,Extrovert,Extrovert,Extrovert,Introvert,Selected,Selected,Unselected,Selected,Unselected,Selected,Selected,Selected,Selected,Selected,Selected,Unselected,Selected,Selected,Selected,Selected,Selected,Selected,Selected,Unselected,Unselected,Unselected,Unselected,Unselected,Unselected,Selected,Selected,Selected,Selected,Selected,Unselected,Selected,Unselected,Unselected,Selected,Selected,Selected,Selected,Unselected,Unselected,Selected,Selected,Selected,Selected,Unselected,background_occupation|background_education|background_politics|background_geography|background_family|background_ft|background_media|background_gender|background_race|background_personality|background_hobbies
R_2qD42rCUuT55C40,Republican,Somewhat conservative,Male,,White,No,Doctorate degree,"Midwest (Illinois, Iowa, Indiana, Kansas, Michigan, Minnesota, Missouri, Nebraska, North Dakota, Ohio, South Dakota, Wisconsin)",30,50,40,50,50,50,Never (and never have),Never (but I used to),"No, I am an only child.",No,No,"Arts: painting, creative writing, theater, photography, etc.",Data Analytics/Research,Extrovert,57.729,139.969,141.434,6,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,Yes,4,Yes,4,Yes,4,Yes,4,Yes,4,Yes,4,Yes,4,Yes,4,Yes,4,Yes,4,7C1335F7FAE24562B226D69CC354EB91,6805cf25-0714-4609-a157-799a39326ef6,f53608ff-9b3c-4b93-9859-168933159642,"No, I am an only child.",Republican,"Arts: painting, creative writing, theater, photography, etc.",Selected,Data Analytics/Research,Introvert,Selected,Selected,Selected,Unselected,"No, I am an only child.","Yes, and I am the youngest.","No, I am an only child.","Yes, and I am the youngest.","No, I am an only child.","Yes, and I am in the middle","Yes, and I am in the middle","No, I am an only child.","No, I am an only child.",Democrat,Democrat,Democrat,Republican,Democrat,Republican,Democrat,Republican,Democrat,"Arts: painting, creative writing, theater, photography, etc.","Arts: painting, creative writing, theater, photography, etc.","Arts: painting, creative writing, theater, photography, etc.","Arts: painting, creative writing, theater, photography, etc.","Arts: painting, creative writing, theater, photography, etc.","Intellectual: reading, taking classes, trivia, etc.","Arts: painting, creative writing, theater, photography, etc.","Arts: painting, creative writing, theater, photography, etc.","Active: sports, hiking, working out, etc",Retired,Agriculture,Administrative,Data Analytics/Research,Student,Data Analytics/Research,Accounting,Data Analytics/Research,Fitness Instructor,Extrovert,Introvert,Introvert,Extrovert,Extrovert,Introvert,Introvert,Extrovert,Introvert,Selected,Unselected,Selected,Unselected,Selected,Unselected,Unselected,Selected,Selected,Unselected,Unselected,Unselected,Selected,Unselected,Selected,Unselected,Selected,Unselected,Selected,Selected,Selected,Selected,Selected,Unselected,Selected,Selected,Unselected,Unselected,Unselected,Unselected,Selected,Unselected,Selected,Unselected,Selected,Unselected,Selected,Unselected,Unselected,Selected,Selected,Unselected,Unselected,Selected,Unselected,background_gender|background_education|background_occupation|background_media|background_personality|background_geography|background_family|background_race|background_politics|background_hobbies|background_ft
R_5PguJAIORxyyLHH,Republican,Conservative,Male,,White,No,Bachelor's degree,"South (Alabama, Arkansas, Delaware, Florida, Georgia, Kentucky, Louisiana, Maryland, Mississippi, Oklahoma, North Carolina, South Carolina, Tennessee, Texas, Virginia, Washington DC, West Virginia)",1,50,70,50,77,95,Frequently,Never (but I used to),"Yes, and I am the oldest.",No,No,"Food: cooking, baking, etc.",Sales,Introvert,51.201,90.201,91.175,6,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Yes,4,Yes,4,Yes,3,Yes,4,Yes,3,Yes,3,Yes,3,Yes,4,Yes,4,Yes,4,D976242588714455A29F72929D8D7F3C,f0473f2c-4559-40e3-9d6f-b74c6ed0a7f6,f53608ff-9b3c-4b93-9859-168933159642,"Yes, and I am the oldest.",Republican,"Food: cooking, baking, etc.",Selected,Sales,Extrovert,Selected,Selected,Selected,Unselected,"Yes, and I am the oldest.","Yes, and I am the oldest.","Yes, and I am the oldest.","No, I am an only child.","Yes, and I am in the middle","Yes, and I am the oldest.","Yes, and I am in the middle","Yes, and I am the oldest.","No, I am an only child.",Republican,Republican,Republican,Democrat,Republican,Republican,Democrat,Democrat,Democrat,"Intellectual: reading, taking classes, trivia, etc.","Arts: painting, creative writing, theater, photography, etc","Gaming: card games, board games, video games, etc","Food: cooking, baking, etc.","Gaming: card games, board games, video games, etc","Food: cooking, baking, etc.","Active: sports, hiking, working out, etc","Food: cooking, baking, etc.","Food: cooking, baking, etc.",Finance/Financial Services,Business Management,Journalism,Sales,Entertainment and the Arts,Sales,Unemployed,Sales,Sales,Extrovert,Introvert,Extrovert,Extrovert,Introvert,Introvert,Introvert,Extrovert,Extrovert,Selected,Selected,Selected,Unselected,Unselected,Selected,Unselected,Selected,Unselected,Selected,Selected,Selected,Unselected,Selected,Selected,Unselected,Unselected,Unselected,Unselected,Unselected,Unselected,Selected,Unselected,Selected,Unselected,Selected,Selected,Unselected,Unselected,Unselected,Selected,Unselected,Selected,Unselected,Selected,Selected,Unselected,Selected,Unselected,Unselected,Selected,Selected,Selected,Unselected,Unselected,background_hobbies|background_education|background_media|background_occupation|background_ft|background_politics|background_race|background_personality|background_geography|background_gender|background_family
